2026-07-22 11:39:52 | INFO     | __main__ | main:2947 | ================================================================================
2026-07-22 11:39:57 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:09:57 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'420'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:39:57 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getMe "HTTP/1.1 200 OK"
2026-07-22 11:39:57 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:39:57 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:39:57 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:39:57 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:39:57 | DEBUG    | telegram.ext.ExtBot | decorator:526 | User(api_kwargs={'supports_guest_queries': False, 'can_connect_to_business': False, 'has_main_web_app': False, 'has_topics_enabled': False, 'allows_users_to_create_topics': False, 'can_manage_bots': False, 'supports_join_request_queries': False}, can_join_groups=True, can_read_all_group_messages=False, first_name='Pratyaya Quiz Bot', id=8986097154, is_bot=True, supports_inline_queries=False, username='PratyayaQuizBot')
2026-07-22 11:39:57 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_me
2026-07-22 11:39:57 | DEBUG    | telegram.ext.ExtBot | initialize:728 | This Bot is already initialized.
2026-07-22 11:39:57 | INFO     | __main__ | post_init:2916 | Running post-initialization setup...
2026-07-22 11:39:57 | INFO     | __main__ | initialize:146 | Initializing database connections...
2026-07-22 11:39:57 | INFO     | __main__ | initialize:169 | ✓ Primary database connected
2026-07-22 11:39:57 | INFO     | __main__ | initialize:191 | ✓ Secondary database connected
2026-07-22 11:39:59 | INFO     | __main__ | initialize:198 | ✓ Database initialization complete
2026-07-22 11:39:59 | INFO     | __main__ | start:582 | Scheduled quiz manager started
2026-07-22 11:39:59 | INFO     | __main__ | post_init:2929 | ✓ Bot initialization complete
2026-07-22 11:39:59 | INFO     | __main__ | post_init:2930 | ✓ Hourly cleanup task started
2026-07-22 11:39:59 | INFO     | __main__ | post_init:2931 | ✓ Simplified group quiz flow enabled
2026-07-22 11:39:59 | INFO     | __main__ | post_init:2932 | Shutting down bot...
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | _start_polling:357 | Updater started (polling)
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | _network_loop_retry:683 | Start network loop retry bootstrap del webhook
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | bootstrap_del_webhook:734 | Deleting webhook
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | bootstrap_del_webhook:736 | Dropping pending updates from Telegram server
2026-07-22 11:39:59 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: delete_webhook
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:09:59 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'68'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:39:59 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/deleteWebhook "HTTP/1.1 200 OK"
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:39:59 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:39:59 | DEBUG    | telegram.ext.ExtBot | decorator:526 | True
2026-07-22 11:39:59 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: delete_webhook
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | _start_polling:369 | Bootstrap done
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | start_polling:334 | Waiting for polling to start
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | start_polling:336 | Polling updates from Telegram started
2026-07-22 11:39:59 | DEBUG    | telegram.ext.Updater | _network_loop_retry:683 | Start network loop retry getting Updates
2026-07-22 11:39:59 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:39:59 | DEBUG    | httpcore.connection | atrace:87 | connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2026-07-22 11:39:59 | INFO     | telegram.ext.Application | start:620 | Application started
2026-07-22 11:39:59 | DEBUG    | httpcore.connection | atrace:87 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000023A9229B490>
2026-07-22 11:39:59 | DEBUG    | httpcore.connection | atrace:87 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000023A921B67B0> server_hostname='api.telegram.org' timeout=5.0
2026-07-22 11:40:00 | DEBUG    | httpcore.connection | atrace:87 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000023A924B1B10>
2026-07-22 11:40:00 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:40:00 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:40:00 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:40:00 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:40:00 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:10:10 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:40:10 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:40:10 | DEBUG    | telegram.ext.ExtBot | get_updates:3598 | No new updates found.
2026-07-22 11:40:10 | DEBUG    | telegram.ext.ExtBot | decorator:526 | ()
2026-07-22 11:40:10 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:40:10 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:40:10 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:10:21 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:40:20 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:40:20 | DEBUG    | telegram.ext.ExtBot | get_updates:3598 | No new updates found.
2026-07-22 11:40:20 | DEBUG    | telegram.ext.ExtBot | decorator:526 | ()
2026-07-22 11:40:20 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:40:20 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:40:20 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:10:31 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:40:30 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:40:30 | DEBUG    | telegram.ext.ExtBot | get_updates:3598 | No new updates found.
2026-07-22 11:40:30 | DEBUG    | telegram.ext.ExtBot | decorator:526 | ()
2026-07-22 11:40:30 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:40:30 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:40:30 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:10:41 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:40:41 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:40:41 | DEBUG    | telegram.ext.ExtBot | get_updates:3598 | No new updates found.
2026-07-22 11:40:41 | DEBUG    | telegram.ext.ExtBot | decorator:526 | ()
2026-07-22 11:40:41 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:40:41 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:40:41 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:10:51 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:40:51 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:40:51 | DEBUG    | telegram.ext.ExtBot | get_updates:3598 | No new updates found.
2026-07-22 11:40:51 | DEBUG    | telegram.ext.ExtBot | decorator:526 | ()
2026-07-22 11:40:51 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:40:51 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:40:51 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:40:59 | DEBUG    | __main__ | _check_scheduled_quizzes:602 | Checking scheduled quizzes at 2026-07-22 11:40:59.175885
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:11:02 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:41:01 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:41:01 | DEBUG    | telegram.ext.ExtBot | get_updates:3598 | No new updates found.
2026-07-22 11:41:01 | DEBUG    | telegram.ext.ExtBot | decorator:526 | ()
2026-07-22 11:41:01 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:41:01 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:41:01 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:41:05 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:11:06 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'317'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2026-07-22 11:41:05 | INFO     | httpx | _send_single_request:1729 | HTTP Request: POST https://api.telegram.org/bot8986097154:AAGjWbH6RDLiOq3xQu0DNqUtNkCeyxFa3Xc/getUpdates "HTTP/1.1 200 OK"
2026-07-22 11:41:05 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.started request=<Request [b'POST']>
2026-07-22 11:41:05 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_body.complete
2026-07-22 11:41:05 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.started
2026-07-22 11:41:05 | DEBUG    | httpcore.http11 | atrace:87 | response_closed.complete
2026-07-22 11:41:05 | DEBUG    | telegram.ext.ExtBot | get_updates:3596 | Getting updates: [905087218]
2026-07-22 11:41:05 | DEBUG    | telegram.ext.ExtBot | decorator:526 | (Update(message=Message(channel_chat_created=False, chat=Chat(first_name='Pratyaya', id=8794778262, type=<ChatType.PRIVATE>), date=datetime.datetime(2026, 7, 22, 6, 11, 6, tzinfo=datetime.timezone.utc), delete_chat_photo=False, entities=(MessageEntity(length=6, offset=0, type=<MessageEntityType.BOT_COMMAND>),), from_user=User(first_name='Pratyaya', id=8794778262, is_bot=False, language_code='en'), group_chat_created=False, message_id=3, supergroup_chat_created=False, text='/start'), update_id=905087218),)
2026-07-22 11:41:05 | DEBUG    | telegram.ext.ExtBot | decorator:527 | Exiting: get_updates
2026-07-22 11:41:05 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: get_updates
2026-07-22 11:41:05 | DEBUG    | telegram.ext.Application | _update_fetcher:1160 | Processing update Update(message=Message(channel_chat_created=False, chat=Chat(first_name='Pratyaya', id=8794778262, type=<ChatType.PRIVATE>), date=datetime.datetime(2026, 7, 22, 6, 11, 6, tzinfo=datetime.timezone.utc), delete_chat_photo=False, entities=(MessageEntity(length=6, offset=0, type=<MessageEntityType.BOT_COMMAND>),), from_user=User(first_name='Pratyaya', id=8794778262, is_bot=False, language_code='en'), group_chat_created=False, message_id=3, supergroup_chat_created=False, text='/start'), update_id=905087218)
2026-07-22 11:41:06 | DEBUG    | telegram.ext.ExtBot | decorator:524 | Entering: send_message
2026-07-22 11:41:06 | DEBUG    | httpcore.connection | atrace:87 | close.started
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:41:06 | DEBUG    | httpcore.connection | atrace:87 | close.complete
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:41:06 | DEBUG    | httpcore.connection | atrace:87 | connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=30 socket_options=None
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:41:06 | DEBUG    | httpcore.connection | atrace:87 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000023A924CDE50>
2026-07-22 11:41:06 | DEBUG    | httpcore.connection | atrace:87 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000023A921B6570> server_hostname='api.telegram.org' timeout=30
2026-07-22 11:41:06 | DEBUG    | httpcore.connection | atrace:87 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000023A924A2810>
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.started request=<Request [b'POST']>
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_headers.complete
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.started request=<Request [b'POST']>
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | send_request_body.complete
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.started request=<Request [b'POST']>
2026-07-22 11:41:06 | DEBUG    | httpcore.http11 | atrace:87 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.30.1'), (b'Date', b'Wed, 22 Jul 2026 06:11:07 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'529'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
